time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-18 00:00:00+00:00,2,2,2,2
2026-01-19 00:00:00+00:00,10,6,12,8
2026-01-20 00:00:00+00:00,15,7,11,8
2026-01-21 00:00:00+00:00,21,9,10,8
2026-01-22 00:00:00+00:00,15,7,9,8
2026-01-23 00:00:00+00:00,18,9,13,11
2026-01-24 00:00:00+00:00,16,7,17,6
2026-01-25 00:00:00+00:00,15,7,11,7
2026-01-26 00:00:00+00:00,5,4,71,16
2026-01-27 00:00:00+00:00,14,10,14,8
2026-01-28 00:00:00+00:00,9,5,1,1
2026-01-29 00:00:00+00:00,8,7,26,15
2026-01-30 00:00:00+00:00,24,12,20,14
2026-01-31 00:00:00+00:00,17,9,45,16
